Country;Species;Production system;Herd type;Variable;Unit;Value;GAEZ
United Arab Emirates;Goats;All systems;Non-dairy;HERD: adult males;heads/year;5880.0;Tropical, warm
United Arab Emirates;Cattle;All systems;Non-dairy;HERD: replacement females;heads/year;91.51950672044048;Tropical, warm
United Arab Emirates;Buffalo;All systems;Non-dairy;HERD: replacement females;heads/year;36998.19654635414;Tropical, warm
United Arab Emirates;Sheep;All systems;Non-dairy;HERD: replacement females;heads/year;114519.4347799671;Tropical, warm
United Arab Emirates;Goats;All systems;Non-dairy;HERD: replacement females;heads/year;62501.53721996573;Tropical, warm
United Arab Emirates;Cattle;All systems;Non-dairy;HERD: replacement females;heads/year;91.51950672044048;Tropical, warm
United Arab Emirates;Buffalo;All systems;Non-dairy;HERD: replacement females;heads/year;36998.19654635414;Tropical, warm
United Arab Emirates;Sheep;All systems;Non-dairy;HERD: replacement females;heads/year;114519.4347799671;Tropical, warm
United Arab Emirates;Goats;All systems;Non-dairy;HERD: replacement females;heads/year;62501.53721996573;Tropical, warm
United Arab Emirates;Cattle;All systems;Non-dairy;HERD: fattening females;heads/year;21.865102227582916;Tropical, warm
United Arab Emirates;Buffalo;All systems;Non-dairy;HERD: fattening females;heads/year;10025.89917766229;Tropical, warm
United Arab Emirates;Sheep;All systems;Non-dairy;HERD: fattening females;heads/year;95458.95208909492;Tropical, warm
United Arab Emirates;Goats;All systems;Non-dairy;HERD: fattening females;heads/year;119860.91684498292;Tropical, warm
United Arab Emirates;Cattle;All systems;Non-dairy;HERD: fattening males;heads/year;88.18955185894993;Tropical, warm
United Arab Emirates;Buffalo;All systems;Non-dairy;HERD: fattening males;heads/year;25052.58374022529;Tropical, warm
United Arab Emirates;Sheep;All systems;Non-dairy;HERD: fattening males;heads/year;119242.72679948343;Tropical, warm
United Arab Emirates;Goats;All systems;Non-dairy;HERD: fattening males;heads/year;124904.83336075748;Tropical, warm
United Republic of Tanzania;Cattle;All systems;Dairy;INTAKE: Total intake;kg DM/year;32170872181.845272;Tropical, warm
United Republic of Tanzania;Cattle;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;25737817180.82551;Tropical, warm
United Republic of Tanzania;Cattle;All systems;Dairy;INTAKE: Total intake - Grains;kg DM/year;1333168668.9755535;Tropical, warm
United Republic of Tanzania;Buffalo;All systems;Dairy;INTAKE: Total intake;kg DM/year;0.0;Tropical, warm
United Republic of Tanzania;Buffalo;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;0.0;Tropical, warm
United Republic of Tanzania;Buffalo;All systems;Dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
United Republic of Tanzania;Sheep;All systems;Dairy;INTAKE: Total intake;kg DM/year;0.0;Tropical, warm
United Republic of Tanzania;Sheep;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;0.0;Tropical, warm
United Republic of Tanzania;Sheep;All systems;Dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
United Republic of Tanzania;Goats;All systems;Dairy;INTAKE: Total intake;kg DM/year;1141601498.1428556;Tropical, warm
United Republic of Tanzania;Goats;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;1141601498.1428556;Tropical, warm
United Republic of Tanzania;Goats;All systems;Dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
United Republic of Tanzania;Cattle;All systems;Non-dairy;PROD: Meat - carcass weight;kg CW/year;4388.97173688606;Tropical, warm
United Republic of Tanzania;Buffalo;All systems;Non-dairy;PROD: Meat - carcass weight;kg CW/year;0.0;Tropical, warm
United Republic of Tanzania;Sheep;All systems;Non-dairy;PROD: Meat - carcass weight;kg CW/year;12410240.391029775;Tropical, warm
United Republic of Tanzania;Goats;All systems;Non-dairy;PROD: Meat - carcass weight;kg CW/year;24684935.230715506;Tropical, warm
United Republic of Tanzania;Cattle;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;262828.81609244924;Tropical, warm
United Republic of Tanzania;Buffalo;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;0.0;Tropical, warm
United Republic of Tanzania;Sheep;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;462044495.4729477;Tropical, warm
United Republic of Tanzania;Goats;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;803161978.1741846;Tropical, warm
United Republic of Tanzania;Cattle;All systems;Dairy;HERD: total number of animals;heads/year;16714634.049279563;Tropical, warm
United Republic of Tanzania;Buffalo;All systems;Dairy;HERD: total number of animals;heads/year;0.0;Tropical, warm
United Republic of Tanzania;Sheep;All systems;Dairy;HERD: total number of animals;heads/year;0.0;Tropical, warm
United Republic of Tanzania;Goats;All systems;Dairy;HERD: total number of animals;heads/year;5914796.767334851;Tropical, warm
United Republic of Tanzania;Cattle;All systems;Non-dairy;INTAKE: Total intake;kg DM/year;360007.46717876004;Tropical, warm
United Republic of Tanzania;Cattle;All systems;Non-dairy;INTAKE: Total intake - Roughages;kg DM/year;322707.46916595876;Tropical, warm
United Republic of Tanzania;Cattle;All systems;Non-dairy;INTAKE: Total intake - Grains;kg DM/year;11493.695441503263;Tropical, warm
United Republic of Tanzania;Buffalo;All systems;Non-dairy;INTAKE: Total intake;kg DM/year;0.0;Tropical, warm
United Republic of Tanzania;Buffalo;All systems;Non-dairy;INTAKE: Total intake - Roughages;kg DM/year;0.0;Tropical, warm
United Republic of Tanzania;Buffalo;All systems;Non-dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
United Republic of Tanzania;Sheep;All systems;Non-dairy;INTAKE: Total intake;kg DM/year;691449341.4992714;Tropical, warm
United Republic of Tanzania;Sheep;All systems;Non-dairy;INTAKE: Total intake - Roughages;kg DM/year;680078206.7614634;Tropical, warm
United Republic of Tanzania;Sheep;All systems;Non-dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
United Republic of Tanzania;Goats;All systems;Non-dairy;INTAKE: Total intake;kg DM/year;1212208272.306186;Tropical, warm
United Republic of Tanzania;Goats;All systems;Non-dairy;INTAKE: Total intake - Roughages;kg DM/year;1212208272.306186;Tropical, warm
United Republic of Tanzania;Goats;All systems;Non-dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
United Republic of Tanzania;Cattle;All systems;Non-dairy;HERD: total number of animals;heads/year;286.94423202384206;Tropical, warm
United Republic of Tanzania;Buffalo;All systems;Non-dairy;HERD: total number of animals;heads/year;0.0;Tropical, warm
United Republic of Tanzania;Sheep;All systems;Non-dairy;HERD: total number of animals;heads/year;3302421.495589137;Tropical, warm
United Republic of Tanzania;Goats;All systems;Non-dairy;HERD: total number of animals;heads/year;6201006.796202973;Tropical, warm
United Republic of Tanzania;Cattle;All systems;Non-dairy;HERD: adult females;heads/year;100.0;Tropical, warm
United Republic of Tanzania;Buffalo;All systems;Non-dairy;HERD: adult females;heads/year;0.0;Tropical, warm
United Republic of Tanzania;Sheep;All systems;Non-dairy;HERD: adult females;heads/year;1546464.0;Tropical, warm
United Republic of Tanzania;Goats;All systems;Non-dairy;HERD: adult females;heads/year;2551926.0;Tropical, warm
United Republic of Tanzania;Cattle;All systems;Non-dairy;HERD: adult males;heads/year;2.0;Tropical, warm
United Republic of Tanzania;Buffalo;All systems;Non-dairy;HERD: adult males;heads/year;0.0;Tropical, warm
United Republic of Tanzania;Sheep;All systems;Non-dairy;HERD: adult males;heads/year;51033.0;Tropical, warm
United Republic of Tanzania;Goats;All systems;Non-dairy;HERD: adult males;heads/year;84213.0;Tropical, warm
United Republic of Tanzania;Cattle;All systems;Non-dairy;HERD: replacement females;heads/year;22.923554348998163;Tropical, warm
United Republic of Tanzania;Buffalo;All systems;Non-dairy;HERD: replacement females;heads/year;0.0;Tropical, warm
United Republic of Tanzania;Sheep;All systems;Non-dairy;HERD: replacement females;heads/year;585248.2305370017;Tropical, warm
United Republic of Tanzania;Goats;All systems;Non-dairy;HERD: replacement females;heads/year;981403.1013281356;Tropical, warm
United Republic of Tanzania;Cattle;All systems;Non-dairy;HERD: replacement females;heads/year;22.923554348998163;Tropical, warm
United Republic of Tanzania;Buffalo;All systems;Non-dairy;HERD: replacement females;heads/year;0.0;Tropical, warm
United Republic of Tanzania;Sheep;All systems;Non-dairy;HERD: replacement females;heads/year;585248.2305370017;Tropical, warm
United Republic of Tanzania;Goats;All systems;Non-dairy;HERD: replacement females;heads/year;981403.1013281356;Tropical, warm
United Republic of Tanzania;Cattle;All systems;Non-dairy;HERD: fattening females;heads/year;87.58702532402815;Tropical, warm
United Republic of Tanzania;Buffalo;All systems;Non-dairy;HERD: fattening females;heads/year;0.0;Tropical, warm
United Republic of Tanzania;Sheep;All systems;Non-dairy;HERD: fattening females;heads/year;445756.7355658013;Tropical, warm
United Republic of Tanzania;Goats;All systems;Non-dairy;HERD: fattening females;heads/year;1108121.629525957;Tropical, warm
United Republic of Tanzania;Cattle;All systems;Non-dairy;HERD: fattening males;heads/year;72.20591468766094;Tropical, warm
United Republic of Tanzania;Buffalo;All systems;Non-dairy;HERD: fattening males;heads/year;0.0;Tropical, warm
United Republic of Tanzania;Sheep;All systems;Non-dairy;HERD: fattening males;heads/year;653284.1662566934;Tropical, warm
United Republic of Tanzania;Goats;All systems;Non-dairy;HERD: fattening males;heads/year;1442669.8349950842;Tropical, warm
Vanuatu;Cattle;All systems;Dairy;INTAKE: Total intake;kg DM/year;77057679.0280778;Tropical, warm
Vanuatu;Cattle;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;64797048.1528191;Tropical, warm
Vanuatu;Cattle;All systems;Dairy;INTAKE: Total intake - Grains;kg DM/year;9382366.419745157;Tropical, warm
Vanuatu;Buffalo;All systems;Dairy;INTAKE: Total intake;kg DM/year;0.0;Tropical, warm
Vanuatu;Buffalo;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;0.0;Tropical, warm
Vanuatu;Buffalo;All systems;Dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
Vanuatu;Sheep;All systems;Dairy;INTAKE: Total intake;kg DM/year;0.0;Tropical, warm
Vanuatu;Sheep;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;0.0;Tropical, warm
Vanuatu;Sheep;All systems;Dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
Vanuatu;Goats;All systems;Dairy;INTAKE: Total intake;kg DM/year;0.0;Tropical, warm
Vanuatu;Goats;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;0.0;Tropical, warm
Vanuatu;Goats;All systems;Dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
Vanuatu;Cattle;All systems;Non-dairy;PROD: Meat - carcass weight;kg CW/year;20001.445995931175;Tropical, warm
Vanuatu;Buffalo;All systems;Non-dairy;PROD: Meat - carcass weight;kg CW/year;0.0;Tropical, warm
Vanuatu;Sheep;All systems;Non-dairy;PROD: Meat - carcass weight;kg CW/year;679008.5416707767;Tropical, warm
Vanuatu;Goats;All systems;Non-dairy;PROD: Meat - carcass weight;kg CW/year;143671.11802390125;Tropical, warm
Vanuatu;Cattle;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;367010.2067105957;Tropical, warm
Vanuatu;Buffalo;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;0.0;Tropical, warm
Vanuatu;Sheep;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;7587003.139195447;Tropical, warm
Vanuatu;Goats;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;1585189.2455638377;Tropical, warm
Vanuatu;Cattle;All systems;Dairy;HERD: total number of animals;heads/year;28575.52155001846;Tropical, warm
Vanuatu;Buffalo;All systems;Dairy;HERD: total number of animals;heads/year;0.0;Tropical, warm
Vanuatu;Sheep;All systems;Dairy;HERD: total number of animals;heads/year;0.0;Tropical, warm
Vanuatu;Goats;All systems;Dairy;HERD: total number of animals;heads/year;0.0;Tropical, warm
Vanuatu;Cattle;All systems;Non-dairy;INTAKE: Total intake;kg DM/year;544465.94466353;Tropical, warm
Vanuatu;Cattle;All systems;Non-dairy;INTAKE: Total intake - Roughages;kg DM/year;447899.80589555134;Tropical, warm
Vanuatu;Cattle;All systems;Non-dairy;INTAKE: Total intake - Grains;kg DM/year;78338.54817156066;Tropical, warm
Vanuatu;Buffalo;All systems;Non-dairy;INTAKE: Total intake;kg DM/year;0.0;Tropical, warm
Vanuatu;Buffalo;All systems;Non-dairy;INTAKE: Total intake - Roughages;kg DM/year;0.0;Tropical, warm
Vanuatu;Buffalo;All systems;Non-dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
Vanuatu;Sheep;All systems;Non-dairy;INTAKE: Total intake;kg DM/year;12647315.556265468;Tropical, warm
Vanuatu;Sheep;All systems;Non-dairy;INTAKE: Total intake - Roughages;kg DM/year;12063642.259730922;Tropical, warm
Vanuatu;Sheep;All systems;Non-dairy;INTAKE: Total intake - Grains;kg DM/year;98145.65294823213;Tropical, warm
Vanuatu;Goats;All systems;Non-dairy;INTAKE: Total intake;kg DM/year;2734368.176422505;Tropical, warm
Vanuatu;Goats;All systems;Non-dairy;INTAKE: Total intake - Roughages;kg DM/year;2582806.5928789377;Tropical, warm
Vanuatu;Goats;All systems;Non-dairy;INTAKE: Total intake - Grains;kg DM/year;28985.732287952906;Tropical, warm
Vanuatu;Cattle;All systems;Non-dairy;HERD: total number of animals;heads/year;282.35606254024225;Tropical, warm
Vanuatu;Buffalo;All systems;Non-dairy;HERD: total number of animals;heads/year;0.0;Tropical, warm
Vanuatu;Sheep;All systems;Non-dairy;HERD: total number of animals;heads/year;42702.41179374305;Tropical, warm
Vanuatu;Goats;All systems;Non-dairy;HERD: total number of animals;heads/year;11394.53614180515;Tropical, warm
Vanuatu;Cattle;All systems;Non-dairy;HERD: adult females;heads/year;100.0;Tropical, warm
Vanuatu;Buffalo;All systems;Non-dairy;HERD: adult females;heads/year;0.0;Tropical, warm
Vanuatu;Sheep;All systems;Non-dairy;HERD: adult females;heads/year;17594.0;Tropical, warm
Vanuatu;Goats;All systems;Non-dairy;HERD: adult females;heads/year;4161.0;Tropical, warm
Vanuatu;Cattle;All systems;Non-dairy;HERD: adult males;heads/year;2.0;Tropical, warm
Vanuatu;Buffalo;All systems;Non-dairy;HERD: adult males;heads/year;0.0;Tropical, warm
Vanuatu;Sheep;All systems;Non-dairy;HERD: adult males;heads/year;580.0;Tropical, warm
Vanuatu;Goats;All systems;Non-dairy;HERD: adult males;heads/year;137.0;Tropical, warm
Vanuatu;Cattle;All systems;Non-dairy;HERD: replacement females;heads/year;49.02195382341991;Tropical, warm
Vanuatu;Buffalo;All systems;Non-dairy;HERD: replacement females;heads/year;0.0;Tropical, warm
Vanuatu;Sheep;All systems;Non-dairy;HERD: replacement females;heads/year;6727.069111861278;Tropical, warm
Vanuatu;Goats;All systems;Non-dairy;HERD: replacement females;heads/year;1379.0054000333828;Tropical, warm
Vanuatu;Cattle;All systems;Non-dairy;HERD: replacement females;heads/year;49.02195382341991;Tropical, warm
Vanuatu;Buffalo;All systems;Non-dairy;HERD: replacement females;heads/year;0.0;Tropical, warm
Vanuatu;Sheep;All systems;Non-dairy;HERD: replacement females;heads/year;6727.069111861278;Tropical, warm
Vanuatu;Goats;All systems;Non-dairy;HERD: replacement females;heads/year;1379.0054000333828;Tropical, warm
Vanuatu;Cattle;All systems;Non-dairy;HERD: fattening females;heads/year;52.51555352247944;Tropical, warm
Vanuatu;Buffalo;All systems;Non-dairy;HERD: fattening females;heads/year;0.0;Tropical, warm
Vanuatu;Sheep;All systems;Non-dairy;HERD: fattening females;heads/year;9093.507037154359;Tropical, warm
Vanuatu;Goats;All systems;Non-dairy;HERD: fattening females;heads/year;3105.9738870254478;Tropical, warm
Vanuatu;Cattle;All systems;Non-dairy;HERD: fattening males;heads/year;76.75250081632343;Tropical, warm
Vanuatu;Buffalo;All systems;Non-dairy;HERD: fattening males;heads/year;0.0;Tropical, warm
Vanuatu;Sheep;All systems;Non-dairy;HERD: fattening males;heads/year;8504.539354415154;Tropical, warm
Vanuatu;Goats;All systems;Non-dairy;HERD: fattening males;heads/year;2562.7194355232677;Tropical, warm
Venezuela (Bolivarian Republic of);Cattle;All systems;Dairy;INTAKE: Total intake;kg DM/year;0.0;Tropical, warm
Venezuela (Bolivarian Republic of);Cattle;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;0.0;Tropical, warm
Venezuela (Bolivarian Republic of);Cattle;All systems;Dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
Venezuela (Bolivarian Republic of);Buffalo;All systems;Dairy;INTAKE: Total intake;kg DM/year;0.0;Tropical, warm
Venezuela (Bolivarian Republic of);Buffalo;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;0.0;Tropical, warm
Venezuela (Bolivarian Republic of);Buffalo;All systems;Dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
Venezuela (Bolivarian Republic of);Sheep;All systems;Dairy;INTAKE: Total intake;kg DM/year;0.0;Tropical, warm
Venezuela (Bolivarian Republic of);Sheep;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;0.0;Tropical, warm
Venezuela (Bolivarian Republic of);Sheep;All systems;Dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
Venezuela (Bolivarian Republic of);Goats;All systems;Dairy;INTAKE: Total intake;kg DM/year;0.0;Tropical, warm
Venezuela (Bolivarian Republic of);Goats;All systems;Dairy;INTAKE: Total intake - Roughages;kg DM/year;0.0;Tropical, warm
Venezuela (Bolivarian Republic of);Goats;All systems;Dairy;INTAKE: Total intake - Grains;kg DM/year;0.0;Tropical, warm
Venezuela (Bolivarian Republic of);Cattle;All systems;Non-dairy;PROD: Meat - carcass weight;kg CW/year;0.0;Tropical, warm
Venezuela (Bolivarian Republic of);Buffalo;All systems;Non-dairy;PROD: Meat - carcass weight;kg CW/year;0.0;Tropical, warm
Venezuela (Bolivarian Republic of);Sheep;All systems;Non-dairy;PROD: Meat - carcass weight;kg CW/year;0.0;Tropical, warm
Venezuela (Bolivarian Republic of);Goats;All systems;Non-dairy;PROD: Meat - carcass weight;kg CW/year;0.0;Tropical, warm
Venezuela (Bolivarian Republic of);Cattle;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;;Tropical, warm
Venezuela (Bolivarian Republic of);Buffalo;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;;Tropical, warm
Venezuela (Bolivarian Republic of);Sheep;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;;Tropical, warm
Venezuela (Bolivarian Republic of);Goats;All systems;Non-dairy;EMSS: Enteric - CH4 from enteric fermentation;kg CO2-eq/year;;Tropical, warm
Venezuela (Bolivarian Republic of);Cattle;All systems;Dairy;HERD: total number of animals;heads/year;0.0;Tropical, warm
Venezuela (Bolivarian Republic of);Buffalo;All systems;Dairy;HERD: total number of animals;heads/year;0.0;Tropical, warm
