Domain,Area,Element,Item,Year,Unit,Value
Fertilizers indicators,United States Virgin Islands,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,Uruguay,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,73.14
Fertilizers indicators,USSR,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,Uzbekistan,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,139.65
Fertilizers indicators,Vanuatu,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,Venezuela (Bolivarian Republic of),Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,90.1
Fertilizers indicators,Viet Nam,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,118.22
Fertilizers indicators,Wallis and Futuna Islands,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,Western Sahara,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,Yemen,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,15.15
Fertilizers indicators,Yugoslav SFR,Use per area of cropland,Nutrient nitrogen N (total),2010,,0
Fertilizers indicators,Zambia,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,22.59
Fertilizers indicators,Zimbabwe,Use per area of cropland,Nutrient nitrogen N (total),2010,kg/ha,17.2
